ID,City,Province,SALEDT,Price,SQFT,RMTOT,RMBED,BATH,FLR1AREA,BSMT,HEATSYS,ATTIC,SFLA,GRADE,SALE_YEAR,SALE_MONTH,EFF_AGE,Style
5198,60,2,2015-08-07,157000,29000,2,2,1,440,7,3,1,915,C,-3,8,20,U
5199,54,2,2016-04-26,527893,10523,4,4,3,1332,5,5,0,3347,B,-2,4,1,U
5200,54,2,2015-07-24,150000,2000,3,3,1,535,7,3,1,1414,C,-3,7,35,R
5201,64,3,2015-08-20,110000,25700,3,3,1,1683,1,2,1,1197,C,-3,8,18,U
5202,54,2,2014-06-13,188900,4296,3,3,1,557,7,2,1,1392,C,-4,6,23,H
5203,20,1,2013-09-30,248000,50965,3,3,2,1654,7,4,0,2022,C,-5,9,2,U
5204,54,2,2017-10-02,152375,6234,4,4,3,1520,5,5,0,3065,B,-1,10,1,U
5205,54,2,2015-06-12,185000,30417,4,4,1,1008,7,1,1,1515,C,-3,6,37,B
5206,54,2,2017-05-18,299700,118918,4,4,2,864,2,2,1,1296,C,-1,5,26,U
5207,54,2,2014-08-12,234500,16671,3,3,1,900,7,2,1,1380,C,-4,8,26,B
5208,54,2,2015-08-20,302478,135137,3,3,2,704,7,5,0,1408,C,-3,8,1,U
5209,27,3,2013-05-06,366000,17523,3,3,3,1574,7,2,0,2040,C,-5,5,4,U
5210,75,2,2017-08-18,132500,111513,3,3,1,768,2,2,1,1536,C,-1,8,32,U
5211,75,2,2017-08-22,318000,55757,3,3,2,1120,2,3,1,2085,C,-1,8,33,U
5212,54,2,2013-08-09,235856,3361,3,3,1,672,7,2,0,1404,C,-5,8,1,H
5213,54,2,2013-07-08,354000,7381,3,3,3,1524,7,2,0,2169,C,-5,7,2,U
5214,60,2,2013-04-26,139900,15024,2,2,1,924,7,3,1,924,D,-5,4,37,U
5215,54,2,2017-04-25,690000,13057,4,4,3,1692,7,2,1,4273,B,-1,4,17,U
5216,54,2,2015-08-06,376900,6419,6,6,2,1315,5,1,1,2832,C,-3,8,18,U
5217,69,1,2015-10-30,175000,46609,2,2,1,572,7,6,1,858,D,-3,10,35,U
5218,20,1,2014-05-15,103000,87120,3,3,1,587,7,3,1,1257,C,-4,5,39,U
5219,81,3,2016-02-26,172500,10230,4,4,3,1980,7,1,1,2846,C,-2,2,39,S
5220,33,3,2016-04-21,158000,6000,3,3,2,600,7,1,1,1502,C,-2,4,35,U
5221,54,2,2013-07-22,333500,223145,3,3,2,1316,7,1,1,1830,C,-5,7,7,B
5222,69,1,2017-03-30,173000,79715,4,4,2,1517,5,1,1,2017,C,-1,3,38,U
5223,64,3,2015-09-04,70000,130680,3,2,1,544,2,3,1,1000,C,-3,9,33,U
5224,64,3,2014-04-30,207500,20000,3,3,1,1197,7,1,1,1795,C,-4,4,15,U
5225,54,2,2017-03-02,212000,2861,2,2,1,1080,2,2,1,1377,C,-1,3,47,U
5226,54,2,2016-08-24,437600,9303,4,4,3,1755,7,2,1,3587,C,-2,8,23,U
5227,54,2,2016-12-12,265000,51575,2,2,2,828,7,5,1,1469,C,-2,12,23,B
5228,54,2,2016-01-27,600000,2700,4,4,3,739,7,3,1,2100,B,-2,1,8,H
5229,54,2,2017-10-25,350000,73282,4,4,2,1379,7,1,1,2258,C,-1,10,13,U
5230,54,2,2017-04-13,225600,61898,2,2,2,1184,7,1,1,1184,C,-1,4,20,U
5231,69,1,2013-11-25,209000,55987,4,4,2,1218,7,2,1,1999,C,-5,11,17,B
5232,33,3,2014-05-15,170000,6468,3,3,2,960,7,1,1,1733,C,-4,5,34,U
5233,33,3,2017-01-31,125000,28750,3,3,1,340,1,6,1,340,E,-1,1,49,U
5234,43,2,2015-07-16,519300,72310,3,3,1,2650,2,2,0,3612,C,-3,7,6,U
5235,54,2,2013-10-17,185000,19000,3,3,1,599,6,3,1,1150,C,-5,10,33,U
5236,54,2,2014-11-28,440000,15200,3,3,3,1314,7,1,1,2106,C,-4,11,34,U
5237,98,1,2014-04-02,220000,13000,4,4,1,2012,2,2,1,2660,C,-4,4,27,U
5238,54,2,2015-12-21,338000,37166,4,4,3,1518,7,1,1,2368,C,-3,12,13,B
5239,54,2,2017-09-15,191500,6400,2,2,2,1050,7,1,1,1482,C,-1,9,47,B
5240,54,2,2016-04-28,265000,10450,4,4,2,1192,2,1,1,1788,C,-2,4,72,U
5241,54,2,2014-09-03,325000,1476,3,3,1,486,7,3,1,1141,B,-4,9,34,R
5242,54,2,2015-06-16,296310,114998,4,4,2,1203,7,2,1,1994,C,-3,6,20,B
5243,95,1,2016-01-12,160000,479160,6,6,2,1408,2,2,1,2916,C,-2,1,28,U
5244,54,2,2013-07-19,163000,6700,5,5,2,1040,7,3,1,1740,C,-5,7,43,U
5245,33,3,2015-11-20,220000,8000,3,3,1,1496,7,1,1,1276,C,-3,11,8,U
5246,54,2,2015-07-24,120000,17000,3,3,1,804,4,1,1,756,C,-3,7,46,U
5247,20,1,2017-09-22,86000,5040,2,2,1,625,7,2,1,956,D,-1,9,34,U
5248,80,3,2016-12-06,112000,30000,1,1,1,725,1,6,1,725,E,-2,12,41,U
5249,54,2,2016-01-22,335000,4074,3,3,2,812,7,3,1,1824,C,-2,1,35,U
5250,33,3,2017-10-27,175000,8757,3,3,1,1220,7,1,1,1769,C,-1,10,25,U
5251,76,2,2016-10-04,227500,11774,3,3,2,1863,7,1,1,2359,C,-2,10,35,U
5252,33,3,2016-09-14,240000,7046,3,3,2,1330,7,1,1,2061,C,-2,9,10,U
5253,33,3,2015-04-07,174500,9438,3,3,1,1226,6,1,1,2226,C,-3,4,27,U
5254,92,1,2014-10-20,165000,483516,4,4,1,729,2,6,1,1341,C,-4,10,48,U
5255,44,2,2016-07-18,86000,10890,3,3,2,844,2,3,1,1176,C,-2,7,50,U
5256,66,3,2016-05-24,28000,2949,3,3,1,590,2,2,1,660,C,-2,5,446,U
5257,87,1,2016-04-26,148000,49658,2,2,2,770,5,2,1,1035,C,-2,4,28,U
5258,54,2,2015-07-30,160000,3005,3,3,1,616,7,2,1,1569,C,-3,7,31,H
5259,54,2,2017-04-13,125000,26600,1,1,1,1070,7,3,1,1270,C,-1,4,57,U
5260,54,2,2013-12-10,713000,6824,2,2,2,1305,7,1,1,2275,C,-5,12,33,U
5261,76,2,2017-08-08,98000,13200,2,2,1,884,7,2,1,884,D,-1,8,39,U
5262,33,3,2013-01-29,125000,6000,4,4,2,960,7,3,1,1776,C,-5,1,37,U
5263,54,2,2016-07-24,164500,3000,3,3,1,732,7,2,1,1306,C,-2,7,16,H
5264,54,2,2016-07-18,315000,3450,3,3,2,755,7,1,1,1732,C,-2,7,14,U
5265,69,1,2017-01-10,285000,20663,4,4,3,1272,7,2,1,2580,C,-1,1,23,U
5266,54,2,2013-05-29,265018,0,3,3,2,748,7,2,0,1947,C,-5,5,1,H
5267,27,3,2016-08-30,122000,40800,4,4,1,752,1,2,1,752,E,-2,8,28,U
5268,27,3,2013-03-01,160000,117612,3,3,2,1008,7,2,1,1464,C,-5,3,41,U
5269,54,2,2017-12-14,233000,15010,3,3,2,987,7,3,1,1492,C,-1,12,32,U
5270,54,2,2017-08-14,282000,3640,3,3,2,600,7,3,1,1200,C,-1,8,48,U
5271,54,2,2014-06-24,228000,3246,3,3,2,847,7,1,1,1960,C,-4,6,17,H
5272,33,3,2016-08-17,67500,9375,1,1,1,576,1,5,1,576,C,-2,8,28,U
5273,54,2,2013-06-24,322000,51836,3,3,2,718,7,2,1,2115,C,-5,6,19,U
5274,54,2,2013-02-15,346769,2744,3,3,2,1056,7,3,0,2408,C,-5,2,2,R
5275,33,3,2016-10-03,43000,6750,3,3,1,438,7,1,1,924,D,-2,10,456,U
5276,54,2,2014-01-15,208000,3960,4,4,1,616,7,3,1,1232,B,-4,1,45,U
5277,54,2,2013-12-20,168000,17029,3,3,1,819,7,2,1,1508,C,-5,12,36,U
5278,54,2,2014-02-07,380500,4356,3,3,2,1040,7,3,1,2680,C,-4,2,33,S
5279,80,3,2016-01-18,47000,33270,5,5,1,1322,1,4,1,802,E,-2,1,461,U
5280,27,3,2016-09-15,310000,16000,4,4,3,924,7,3,1,2646,C,-2,9,18,U
5281,54,2,2015-12-01,234900,6002,3,3,2,988,7,2,1,1931,C,-3,12,21,B
5282,89,1,2013-01-09,42000,3238,3,3,1,800,2,1,1,800,E,-5,1,69,U
5283,43,2,2017-10-13,282000,25475,3,3,2,1322,7,1,0,1972,C,-1,10,9,B
5284,54,2,2017-12-06,150000,6000,3,3,1,720,7,3,1,1296,C,-1,12,46,B
5285,33,3,2015-10-08,20000,5550,3,3,1,596,2,1,1,948,C,-3,10,430,U
5286,54,2,2016-07-15,260000,6702,2,2,2,1568,7,1,1,2140,C,-2,7,39,U
5287,71,1,2016-04-14,275000,12375,3,3,2,1808,7,2,1,1448,C,-2,4,11,U
5288,27,3,2016-07-12,85000,39985,4,4,1,1624,7,3,1,1288,C,-2,7,43,U
5289,71,1,2014-07-15,193000,7375,3,3,2,1144,7,2,1,1482,C,-4,7,29,B
5290,54,2,2014-04-17,245000,8267,4,4,2,1240,7,1,1,1940,C,-4,4,30,B
5291,69,1,2016-08-08,165000,4138200,4,4,1,940,7,2,1,850,C,-2,8,18,B
5292,60,2,2017-10-31,164700,68389,7,3,1,1160,1,2,0,1160,C,-1,10,0,U
5293,54,2,2016-06-01,224500,5665,5,5,2,1123,7,3,1,1839,C,-2,6,41,B
5294,33,3,2013-08-16,100000,11000,2,2,1,720,7,6,1,720,D,-5,8,36,U
5295,54,2,2015-12-30,455000,52528,4,4,3,2360,7,4,1,2669,C,-3,12,15,U
5296,54,2,2014-04-25,263000,36355,4,4,2,1078,7,5,1,2010,C,-4,4,2,B
5297,59,2,2015-11-12,216000,24221,2,2,1,1396,2,2,1,1130,C,-3,11,13,U
5298,54,2,2016-05-31,436053,6637,4,4,3,1696,7,1,0,2569,C,-2,5,1,R
5299,33,3,2016-07-28,155000,6790,3,3,2,836,7,3,1,1588,C,-2,7,38,U
5300,87,1,2016-07-20,16500,18300,3,3,1,630,1,6,1,660,E,-2,7,451,U
5301,54,2,2015-09-04,240000,52489,3,3,2,1466,7,1,1,1544,C,-3,9,18,U
5302,54,2,2017-05-25,340000,5036,7,5,3,868,7,2,1,2236,C,-1,5,11,U
5303,74,2,2014-01-24,58150,7535,1,1,1,648,2,3,1,600,D,-4,1,40,U
5304,54,2,2015-08-13,270000,53243,3,3,2,1058,7,1,1,1999,C,-3,8,15,B
5305,54,2,2014-06-12,405000,56802,4,4,3,1454,7,5,0,2854,C,-4,6,10,U
5306,54,2,2016-06-24,180000,6500,3,3,2,1008,7,1,1,1500,C,-2,6,41,B
5307,54,2,2017-10-25,324900,6000,4,4,2,967,7,1,1,1951,C,-1,10,46,U
5308,81,3,2015-02-26,79500,4365,3,3,1,606,7,1,1,856,C,-3,2,103,U
5309,33,3,2013-06-27,45500,7500,3,3,1,588,1,6,1,880,C,-5,6,101,H
5310,75,2,2014-06-06,140000,217800,4,3,1,840,6,1,1,1170,C,-4,6,459,U
5311,74,2,2013-01-10,142500,35535,3,3,1,1195,7,1,1,1195,C,-5,1,45,U
5312,54,2,2017-10-19,247000,6948,3,3,2,600,7,3,1,1650,C,-1,10,18,U
5313,47,2,2015-07-14,37000,19598,2,2,2,576,7,3,1,840,C,-3,7,41,U
5314,59,2,2016-10-07,110000,1742400,3,3,1,720,7,2,1,1020,D,-2,10,35,U
5315,33,3,2013-02-22,130000,8794,4,4,1,624,7,1,1,1104,C,-5,2,33,U
5316,59,2,2016-04-01,70000,23958,3,3,1,818,7,3,1,1001,C,-2,4,456,U
5317,54,2,2016-06-20,357875,0,3,3,2,805,7,5,0,2021,C,-2,6,0,R
5318,33,3,2013-09-13,107000,9300,3,3,1,1248,1,1,1,1248,C,-5,9,58,U
5319,54,2,2014-06-16,412000,50291,2,2,2,2037,7,1,1,2491,C,-4,6,15,U
5320,54,2,2016-07-04,372925,15797,3,3,3,1286,7,5,0,2466,C,-2,7,3,U
5321,81,3,2014-06-27,365000,12746,3,3,2,1340,7,2,1,2561,C,-4,6,22,U
5322,28,3,2014-06-13,260000,5130,4,4,1,990,7,3,1,1644,B,-4,6,41,U
5323,69,1,2016-04-11,105000,545807,3,3,1,490,6,3,1,896,C,-2,4,80,U
5324,54,2,2017-07-21,178000,25950,3,3,1,472,6,3,1,1000,D,-1,7,45,U
5325,23,1,2016-09-07,65000,91476,3,3,2,572,6,3,1,1218,D,-2,9,96,U
5326,54,2,2017-05-18,427000,107593,3,3,2,1064,7,2,0,2728,C,-1,5,7,U
5327,54,2,2016-06-20,365000,18268,4,4,3,1631,7,2,1,3342,C,-2,6,25,U
5328,33,3,2017-12-01,225000,11250,3,3,2,1900,7,4,1,1500,C,-1,12,2,U
5329,74,2,2013-06-28,195000,11800,2,2,1,1040,7,3,1,1040,C,-5,6,44,U
5330,54,2,2013-11-14,196500,6000,2,2,2,957,7,3,1,1507,C,-5,11,32,U
5331,33,3,2017-09-30,115000,102366,3,3,1,986,2,4,1,1731,C,-1,9,457,U
5332,54,2,2015-08-14,294900,6945,4,4,2,1226,7,1,1,1735,C,-3,8,18,B
5333,54,2,2017-04-13,260000,28000,3,3,2,576,3,1,1,1924,C,-1,4,37,U
5334,54,2,2016-02-25,209900,6521,5,5,2,527,7,3,1,1965,C,-2,2,83,U
5335,54,2,2016-11-14,227500,4552,4,4,2,660,7,2,1,1710,C,-2,11,13,U
5336,54,2,2014-02-27,188000,4408,3,3,1,500,7,3,1,1270,C,-4,2,28,H
5337,48,2,2015-07-31,105000,7875,4,4,1,1016,7,3,1,2287,C,-3,7,69,U
5338,93,1,2014-07-31,134941,13510,13,4,2,1615,7,1,1,2728,C,-4,7,44,U
5339,69,1,2014-01-06,140000,40000,3,3,1,572,3,2,1,858,D,-4,1,43,U
5340,96,1,2015-07-28,136000,55503,2,2,2,1450,7,2,1,1400,D,-3,7,34,U
5341,54,2,2015-01-09,409699,5570,3,3,3,1310,7,5,0,2832,C,-3,1,3,U
5342,81,3,2016-06-23,205000,9391,3,3,1,1144,7,2,0,1729,C,-2,6,3,U
5343,33,3,2016-04-19,60000,12000,2,2,1,759,7,1,1,1035,C,-2,4,456,U
5344,54,2,2017-05-31,190000,7140,3,3,2,687,7,3,1,1560,C,-1,5,39,U
5345,60,2,2015-10-30,145000,0,4,4,2,1464,7,1,1,2254,C,-3,10,37,B
5346,54,2,2013-09-20,49900,106422,3,3,1,2035,7,5,0,1620,C,-5,9,5,U
5347,54,2,2016-05-03,219900,6138,3,3,2,1141,7,2,1,1749,C,-2,5,29,S
5348,54,2,2017-08-09,385000,6500,4,4,1,1270,7,1,1,1961,C,-1,8,45,S
5349,54,2,2016-06-24,195000,11700,3,3,1,768,7,3,1,1221,C,-2,6,34,U
5350,84,3,2016-11-04,58000,7000,4,4,1,648,3,3,1,1152,C,-2,11,456,U
5351,54,2,2017-07-18,189000,3004,3,3,1,546,7,2,1,1363,C,-1,7,28,H
5352,54,2,2017-09-08,455427,10018,4,4,3,950,7,1,0,2458,B,-1,9,0,U
5353,54,2,2017-08-09,429500,43409,3,3,3,2216,7,1,1,2782,C,-1,8,14,U
5354,54,2,2016-11-18,429246,5443,4,4,3,1224,5,5,0,3232,C,-2,11,0,U
5355,54,2,2013-06-14,210000,5625,2,2,2,792,7,2,1,1344,C,-5,6,27,U
5356,70,1,2015-07-29,192000,12873,3,3,1,1534,7,2,1,1294,C,-3,7,19,U
5357,23,1,2017-07-17,87000,5300,3,3,1,820,7,1,1,1310,C,-1,7,81,U
5358,54,2,2016-06-29,218500,7046,4,4,1,950,7,3,1,1382,C,-2,6,27,B
5359,80,3,2015-10-29,209000,53184,3,3,1,775,7,1,1,1550,C,-3,10,37,U
5360,54,2,2014-04-28,188000,3201,3,3,2,640,7,2,1,1584,C,-4,4,7,H
5361,66,3,2017-10-20,79000,348480,1,1,1,624,7,6,1,528,C,-1,10,35,U
5362,47,2,2016-09-06,43700,8076,3,3,1,808,7,1,1,1456,C,-2,9,463,U
5363,54,2,2013-02-08,175000,5276,3,3,1,580,7,2,1,1696,C,-5,2,24,H
5364,72,1,2017-05-19,190000,12056,4,4,2,988,2,2,1,1976,C,-1,5,39,S
5365,54,2,2014-03-20,163000,3943,3,3,2,551,7,3,1,1470,C,-4,3,30,H
5366,69,1,2013-10-25,115000,47916,4,4,1,1344,7,3,1,1344,D,-5,10,47,U
5367,54,2,2017-04-25,442000,10180,3,3,3,1410,7,1,1,2840,C,-1,4,15,U
5368,54,2,2016-02-12,230000,4699,3,3,1,726,7,3,1,1335,C,-2,2,68,U
5369,69,1,2015-09-24,324000,11541,3,3,2,2219,1,4,1,1713,C,-3,9,8,U
5370,62,2,2016-11-14,125000,4500,4,4,1,672,7,3,1,1071,C,-2,11,80,U
5371,85,3,2013-03-27,226000,266587,3,3,2,1384,7,2,0,2288,C,-5,3,8,U
5372,74,2,2015-10-01,265000,30195,3,3,2,1623,7,2,1,1483,C,-3,10,35,U
5373,54,2,2017-08-04,404000,4000,4,4,2,842,7,3,1,1933,C,-1,8,32,U
5374,54,2,2017-04-13,364000,20790,3,3,2,2278,1,1,1,2278,C,-1,4,30,U
5375,62,2,2014-04-25,140000,3000,3,3,1,660,3,3,1,1528,C,-4,4,26,U
5376,54,2,2016-01-15,295000,3072,3,3,2,701,7,1,1,1941,C,-2,1,8,R
5377,54,2,2013-03-15,232500,58236,2,2,1,1698,7,3,1,972,C,-5,3,29,U
5378,54,2,2017-12-18,95000,32670,3,3,1,480,2,6,1,480,E,-1,12,48,U
5379,54,2,2016-08-31,469900,5533,3,3,3,1082,7,5,0,2791,B,-2,8,0,U
5380,98,1,2015-06-11,147000,20451,5,5,2,1148,7,1,1,1700,C,-3,6,49,U
5381,71,1,2015-11-19,145000,4521,4,4,1,832,7,3,1,2018,C,-3,11,40,U
5382,54,2,2013-12-16,137500,5004,1,1,2,523,7,3,1,1186,C,-5,12,32,H
5383,54,2,2014-01-15,341000,2866,3,3,3,760,7,2,1,1940,C,-4,1,8,R
5384,64,3,2013-10-01,150000,0,5,5,3,2604,7,4,0,3492,B,-5,10,4,U
5385,69,1,2017-06-30,290000,14960,4,4,3,1398,7,5,0,2110,C,-1,6,7,B
5386,54,2,2017-11-01,35000,3213,3,3,1,550,7,3,1,1100,D,-1,11,442,H
5387,33,3,2014-03-25,176500,10099,4,4,1,1248,7,1,1,2090,C,-4,3,19,U
5388,43,2,2017-08-31,86000,7700,3,3,1,800,2,2,1,800,D,-1,8,39,U
5389,54,2,2014-06-02,173000,26462,2,2,1,1000,7,3,1,1000,C,-4,6,35,U
5390,75,2,2016-05-26,193000,0,2,2,1,672,7,2,1,1008,C,-2,5,23,U
5391,87,1,2016-04-21,14000,51836,1,1,1,660,1,6,1,660,E,-2,4,456,U
5392,33,3,2015-07-16,170000,44431,3,3,1,1336,7,2,1,1482,C,-3,7,35,U
5393,54,2,2014-12-12,169000,7089,2,2,1,764,7,2,1,1174,C,-4,12,37,U
5394,54,2,2013-10-28,382000,7546,4,4,3,1630,5,4,0,3890,C,-5,10,2,U
5395,54,2,2017-10-02,310000,14000,8,8,3,1457,7,1,1,4011,A,-1,10,452,U
5396,54,2,2016-10-13,303000,6141,4,4,2,1092,7,1,1,1722,C,-2,10,22,B
5397,54,2,2015-09-30,339000,0,3,3,2,2214,2,1,1,1638,B,-3,9,9,U
5398,54,2,2017-06-13,150000,23196,3,3,1,1000,7,3,1,1080,C,-1,6,48,U
5399,54,2,2016-10-04,287000,5000,3,3,2,672,7,1,1,1680,C,-2,10,44,U
5400,54,2,2017-10-04,225000,8056,2,2,1,1120,7,1,1,1120,C,-1,10,26,U
5401,54,2,2017-09-07,263500,3160,3,3,2,744,7,1,1,1544,C,-1,9,14,H
5402,54,2,2017-02-28,270000,36310,3,3,2,1184,7,1,1,2968,C,-1,2,16,U
5403,54,2,2013-07-22,567500,66736,4,4,3,1634,7,5,0,3808,B,-5,7,1,U
5404,54,2,2017-09-27,354900,53391,3,3,2,1046,7,2,0,1969,C,-1,9,0,U
5405,54,2,2016-12-01,235000,7129,3,3,2,912,7,2,1,1532,C,-2,12,18,B
5406,20,1,2017-02-01,94000,681714,4,4,1,1008,6,2,1,1080,C,-1,2,35,U
5407,54,2,2014-04-30,405046,77691,3,3,3,1708,7,5,0,2586,C,-4,4,1,B
5408,59,2,2016-02-22,249900,6415,3,3,2,870,3,2,0,1540,C,-2,2,1,H
5409,54,2,2016-09-01,370000,100188,3,3,2,1540,7,1,1,2627,C,-2,9,17,U
5410,33,3,2014-07-30,358500,86684,3,3,3,2555,7,2,1,3027,C,-4,7,21,U
5411,54,2,2015-10-15,480000,74198,4,4,2,1356,7,1,1,2727,C,-3,10,13,U
5412,60,2,2017-03-15,160000,57499,3,3,1,1432,5,3,1,1392,D,-1,3,35,U
5413,62,2,2015-11-20,100000,7200,3,3,1,832,7,3,1,1598,D,-3,11,43,U
5414,54,2,2013-09-18,108000,41694,4,4,1,735,7,1,1,1115,C,-5,9,24,B
5415,69,1,2014-06-06,200000,22100,3,3,2,1071,7,2,1,1543,C,-4,6,23,U
5416,54,2,2017-03-15,374900,48956,7,3,2,956,7,2,0,1615,C,-1,3,1,U
5417,54,2,2015-10-15,345000,5606,4,4,2,1187,5,1,1,1868,B,-3,10,14,U
5418,80,3,2017-10-20,75000,1132560,3,3,1,552,6,3,1,1056,D,-1,10,462,U
5419,80,3,2013-08-29,288000,82662,3,3,2,1500,7,2,1,2649,C,-5,8,25,U
5420,20,1,2017-04-27,75000,5516,3,3,1,572,7,3,1,1144,D,-1,4,51,H
5421,69,1,2015-07-03,177000,54014,4,4,2,978,7,3,1,1642,C,-3,7,37,U
5422,69,1,2017-11-20,265000,5499450,3,3,1,480,7,2,1,1728,C,-1,11,31,U
5423,54,2,2017-12-01,267500,50530,3,3,3,1170,7,1,1,2020,C,-1,12,14,U
5424,43,2,2013-10-04,42500,29400,1,1,1,560,1,6,0,840,E,-5,10,117,U
5425,54,2,2017-11-30,273000,6670,3,3,1,660,7,1,1,1802,B,-1,11,48,U
5426,81,3,2013-04-22,65000,3900,3,3,2,696,2,3,1,1470,C,-5,4,463,U
5427,78,2,2015-07-24,274000,15900,4,4,2,692,7,3,1,1517,C,-3,7,34,U
5428,54,2,2015-07-16,393000,5413,3,3,3,1217,5,2,0,3194,C,-3,7,5,U
5429,69,1,2013-10-31,250000,33660,4,4,2,861,7,3,1,1760,C,-5,10,37,U
5430,33,3,2017-04-05,65000,17099,3,3,1,777,3,1,1,858,C,-1,4,28,U
5431,98,1,2017-09-05,300000,40718,6,6,3,1722,7,1,1,4202,C,-1,9,39,B
5432,54,2,2014-05-01,333000,77145,3,3,2,1364,7,1,1,2173,C,-4,5,12,B
5433,54,2,2015-08-26,209500,6948,3,3,1,688,7,2,1,1285,C,-3,8,19,B
5434,95,1,2013-05-14,100000,108900,3,3,1,1616,6,6,1,1040,D,-5,5,37,U
5435,44,2,2016-08-29,181000,12919,3,3,1,1000,7,2,1,1434,C,-2,8,22,B
5436,54,2,2015-01-28,430000,3300,3,3,1,798,7,1,1,1522,C,-3,1,114,U
5437,33,3,2013-06-28,200000,6000,3,3,1,988,7,1,1,988,C,-5,6,18,U
5438,23,1,2015-07-06,95000,25809,5,5,2,749,5,2,1,1706,D,-3,7,40,U
5439,54,2,2016-07-04,519900,10356,5,5,3,1455,5,5,0,3543,B,-2,7,2,U
5440,59,2,2017-08-25,228000,1734,3,3,2,1118,7,5,1,2068,C,-1,8,28,B
5441,33,3,2016-07-22,120000,48352,3,3,1,600,7,6,1,1000,C,-2,7,34,U
5442,97,1,2016-10-31,380000,55300,4,4,3,2034,7,2,1,4796,B,-2,10,17,U
5443,54,2,2016-08-22,160000,15000,3,3,2,1176,7,1,1,1945,C,-2,8,36,U
5444,81,3,2014-06-20,238000,13924,5,5,3,1226,7,2,1,1916,C,-4,6,20,B
5445,54,2,2015-02-02,154900,3000,2,2,1,553,7,3,1,1428,C,-3,2,38,H
5446,54,2,2014-06-20,442700,96955,3,3,2,1171,7,5,0,2484,C,-4,6,0,U
5447,54,2,2014-07-16,205000,4000,2,2,1,632,7,3,1,864,C,-4,7,72,U
5448,54,2,2014-02-26,288170,4660,3,3,3,696,7,5,0,1876,C,-4,2,1,H
5449,80,3,2016-01-18,91500,15625,3,3,1,1077,7,3,1,1053,C,-2,1,51,U
5450,54,2,2015-09-01,330000,2999,3,3,3,690,3,3,1,1518,B,-3,9,95,U
5451,20,1,2016-07-08,87000,16576,3,3,1,704,5,1,1,1376,C,-2,7,80,U
5452,59,2,2016-07-19,265000,13090,2,2,2,1360,7,5,1,2285,C,-2,7,19,B
5453,76,2,2017-07-07,152000,8424,3,3,1,989,7,2,1,1023,C,-1,7,29,U
5454,75,2,2017-10-13,32000,51622,1,1,1,300,7,6,1,300,E,-1,10,46,U
5455,54,2,2017-06-23,330000,6004,4,4,2,1372,7,2,0,1998,C,-1,6,4,B
5456,54,2,2016-07-18,263500,6000,4,4,2,1248,7,1,1,1918,C,-2,7,34,B
5457,54,2,2013-08-26,295000,4999,2,2,2,725,7,3,1,1663,C,-5,8,35,U
5458,54,2,2013-12-05,240000,62470,2,2,2,1252,7,1,1,1620,C,-5,12,14,B
5459,89,1,2015-06-19,144500,40000,3,3,1,1434,7,3,1,1434,C,-3,6,32,U
5460,54,2,2015-06-30,425000,3434,3,3,2,1094,3,5,1,2188,C,-3,6,5,S
5461,54,2,2013-07-31,390000,9773,2,2,2,1547,7,1,1,2466,C,-5,7,33,U
5462,54,2,2017-05-25,203000,4680,3,3,1,682,3,2,0,1424,C,-1,5,7,H
5463,74,2,2013-09-25,165000,9637,2,2,1,832,1,6,1,832,D,-5,9,39,U
5464,43,2,2013-09-25,183000,103237,3,3,2,1129,7,2,1,1519,C,-5,9,25,B
5465,54,2,2016-07-08,208000,3767,4,4,2,630,7,2,1,1825,C,-2,7,10,H
5466,59,2,2017-06-27,152000,8800,2,2,2,943,7,3,1,1650,D,-1,6,46,U
5467,47,2,2013-07-18,170000,26805,1,1,1,1024,3,2,1,1600,C,-5,7,25,U
5468,23,1,2014-04-30,60000,5813,4,4,1,784,7,3,1,1008,C,-4,4,459,U
5469,54,2,2015-07-27,381105,97569,3,3,3,1528,7,5,0,2279,C,-3,7,2,B
5470,54,2,2013-07-09,245000,9600,3,3,2,1169,7,3,1,1962,C,-5,7,31,B
5471,54,2,2015-11-30,265000,26285,3,3,2,1380,7,2,1,2430,C,-3,11,37,U
5472,54,2,2013-04-30,352900,43600,4,4,2,918,7,1,1,2208,C,-5,4,39,U
5473,76,2,2015-11-19,125000,7500,2,2,1,1120,7,2,1,1120,C,-3,11,34,U
5474,77,2,2016-04-28,165000,5600,3,3,1,596,7,1,1,894,C,-2,4,29,U
5475,76,2,2013-09-17,168000,8611,3,3,1,1671,5,1,1,1612,C,-5,9,46,U
5476,54,2,2016-09-01,236000,15000,3,3,1,1020,7,1,1,2106,C,-2,9,41,U
5477,43,2,2013-09-30,159308,43560,3,3,1,1040,2,1,1,992,D,-5,9,12,U
5478,60,2,2013-07-22,235000,23270,3,3,3,1328,7,1,1,1732,C,-5,7,14,U
5479,54,2,2014-05-30,675000,10961,6,6,2,2208,7,1,1,4956,B,-4,5,17,U
5480,54,2,2017-09-11,240000,5000,4,4,2,728,7,3,1,1392,C,-1,9,72,U
5481,54,2,2014-03-10,225000,10287,3,3,3,1361,7,2,1,1757,C,-4,3,31,S
5482,69,1,2013-07-31,203000,10782,3,3,1,832,7,2,1,1248,C,-5,7,11,U
5483,33,3,2015-12-29,65000,4000,4,4,2,983,2,1,1,1386,C,-3,12,460,U
5484,54,2,2015-10-14,280000,61636,3,3,2,902,7,5,0,1804,C,-3,10,4,U
